html_filename,image1,image2,image3,image4,product_title,short_description,price,label,description2,Brand,Dimension,Bag Type,Material
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-brown-leopard.html,https://www.neostore.com.np/assets/uploads/42.jpg,https://www.neostore.com.np/assets/uploads/122.jpg,https://www.neostore.com.np/assets/uploads/318.jpg,https://www.neostore.com.np/assets/uploads/227.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Brown Leopard,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-camallia.html,https://www.neostore.com.np/assets/uploads/camelia.jpg,https://www.neostore.com.np/assets/uploads/camilia.jpg,https://www.neostore.com.np/assets/uploads/camelia_4.jpg,https://www.neostore.com.np/assets/uploads/camelia.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Camallia,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-dark-grey.html,https://www.neostore.com.np/assets/uploads/blue_4.jpg,https://www.neostore.com.np/assets/uploads/blue.jpg,https://www.neostore.com.np/assets/uploads/blue_3.jpg,https://www.neostore.com.np/assets/uploads/blue_2.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Dark Grey,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-embroidery-black.html,https://www.neostore.com.np/assets/uploads/416.jpg,https://www.neostore.com.np/assets/uploads/333.jpg,https://www.neostore.com.np/assets/uploads/140.jpg,https://www.neostore.com.np/assets/uploads/242.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Embroidery Black,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-embroidery-khaki.html,https://www.neostore.com.np/assets/uploads/410.jpg,https://www.neostore.com.np/assets/uploads/133.jpg,https://www.neostore.com.np/assets/uploads/326.jpg,https://www.neostore.com.np/assets/uploads/235.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Embroidery Khaki,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-embroidery-pink.html,https://www.neostore.com.np/assets/uploads/331.jpg,https://www.neostore.com.np/assets/uploads/138.jpg,https://www.neostore.com.np/assets/uploads/414.jpg,https://www.neostore.com.np/assets/uploads/240.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Embroidery Pink,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-embroidery-purple.html,https://www.neostore.com.np/assets/uploads/329.jpg,https://www.neostore.com.np/assets/uploads/136.jpg,https://www.neostore.com.np/assets/uploads/413.jpg,https://www.neostore.com.np/assets/uploads/238.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Embroidery Purple,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-galaxy.html,https://www.neostore.com.np/assets/uploads/335.jpg,https://www.neostore.com.np/assets/uploads/418.jpg,https://www.neostore.com.np/assets/uploads/142.jpg,https://www.neostore.com.np/assets/uploads/244.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Galaxy,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-gray-leopard.html,https://www.neostore.com.np/assets/uploads/320.jpg,https://www.neostore.com.np/assets/uploads/124.jpg,https://www.neostore.com.np/assets/uploads/44.jpg,https://www.neostore.com.np/assets/uploads/229.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Gray Leopard,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-grey-rose.html,https://www.neostore.com.np/assets/uploads/grey_3.jpg,https://www.neostore.com.np/assets/uploads/grey.jpg,https://www.neostore.com.np/assets/uploads/grey_4.jpg,https://www.neostore.com.np/assets/uploads/grey_2.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Grey Rose,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-pink-and-blue.html,https://www.neostore.com.np/assets/uploads/pink_52.jpg,https://www.neostore.com.np/assets/uploads/pink_41.jpg,https://www.neostore.com.np/assets/uploads/pink1.jpg,https://www.neostore.com.np/assets/uploads/pink_211.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve Pink and Blue,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
kinmac-360-15-6-inch-cushion-protective-waterproof-laptop-sleeve-white-dog.html,https://www.neostore.com.np/assets/uploads/132.jpg,https://www.neostore.com.np/assets/uploads/234.jpg,https://www.neostore.com.np/assets/uploads/51.jpg,https://www.neostore.com.np/assets/uploads/49.jpg,Kinmac 360° 15.6 inch Cushion Protective Waterproof Laptop Sleeve White Dog,"The real 360° protective laptop sleeve :Full shockproof cushion design from Kinmac protect your laptop from any angle‘s drop The retractable handle design is comfortable to carry laptop Extra Pocket with zipper can hold mouse, cables, power, chargers, mobile phone and so on Waterproof fabric can effectively prevent your device from water and rain. Soft and fluffy interior avoid your laptop from scratching","Current Price: Rs.4,000, Original Price: Rs.",,About Kinmac Why Kinmac?,,,,
xlab-xlb-2001.html,https://www.neostore.com.np/assets/uploads/uploads/2020/09/xlab_4.0.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/09/xlab_4.1.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/09/xlab_4.2.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/09/xlab_4.4.jpg,xLab XLB-2001,"Versatile for all ages people for professional office backpacks, travel daypacks, and college/school backpacks. ● Safe laptop sleeve, easy-access middle compartment, purse/wallet pocket, mobile phone pocket.","Current Price: Rs.3,200, Original Price: Rs.",,"Light Weight & Comfortable Ergonomic Design. ● Made of Nylon material. Water-repellent and spill-proof.● Includes various functional pockets, one for the laptop compartment, with thick soft padding for protection. Also, the main compartment can keep 3-4 cloth for business travel. ● Unique shoulder strap design with massage mats. Breathable cushion tight fits the back & shoulder. ● Usb Charging Port -- External Usb Charging Port Is Provided On The Side Of The Backpack To Charge Mobile Phone And Other Electronic Devices. ● 3 Digit Lock Security: Your bag may contain cash, personal items, or important documents. This security feature keeps the bag safe all the time, wherever it is. Laptop Compartment Secure space for a laptop of up to 15.6” in size. The elastic strap provides extra safety. Water Bottle Pocket  Keeps your water bottle in place for quick access when needed. Power Bank Compartment For keeping your power bank so you never run out of power on the go. Sun Glass Holder For hooking sunglass or sunglass case. You don’t have to carry it in your hands all the time. Key Holder Allows you to keep all keys in an organized way. No hassle. Tablet Compartment Safely keep your tablet away from other components and get quick access. Washing Instruction Preparation Empty your backpack from all your belongings. Turn your backpack carefully inside out and use a small vacuum to clean the interior corners that might have small particles of dirt and garbage. Turn it back outside out and clean dust/dirt using a damp cloth or cotton. Instructions  1. Add enough warm water and washing powder into the tub. 2. Take out all the stuff and clean the dust on the bag before washing it into the tub. 3. Submerge the bag and rub every part of the bag properly by hand. 4. Keep it in the tub for half an hour to one hour. 5. Clean it with water and put it into a dryer room or in front of the sunshine by hanging it.",,,,
xlab-xlb-2005-laptop-backpack.html,https://www.neostore.com.np/assets/uploads/XLB-2005_2.jpg,https://www.neostore.com.np/assets/uploads/XLB-2005_.jpg,https://www.neostore.com.np/assets/uploads/XLB-2005_2.jpg,https://www.neostore.com.np/assets/uploads/XLB-2005_.jpg,xLab XLB-2005 Laptop Backpack,"- Versatile for all ages people for professional office bag, travel daypack, college/school backpack.
- Safe laptop sleeve, easy-access middle compartment, purse/wallet pocket, mobile-phone pocket.
- Made of Nylon material. Water repellent and spill proof.
- Includes 1 compartment for laptop & you can keep 3-4 cloth for business travel in other compartment, with the thick soft padding for the protection.
- Unique shoulder strap design with massage mats. Breathable cushion tight fits the back & shoulder.
- Light Weight & Comfortable Ergonomic Design.","Current Price: Rs.1,700, Original Price: Rs.",,"A versatile backpack for all ages people for professional office bag, travel daypack, college/school backpack. Features: - Safe laptop sleeve, easy-access middle compartment, purse/wallet pocket, mobile phone pocket.
- Made of Nylon material. Water repellent and spill-proof.
- Includes 1 compartment for laptop & you can keep 3-4 cloth for business travel in another compartment, with the thick soft padding for the protection.
- Unique shoulder strap design with massage mats. Breathable cushion tight fits the back & shoulder.
- Light Weight & Comfortable Ergonomic Design.",,,,
